shipment_id,customer_id,origin_city,destination_city,carrier,shipment_mode,distance_km,package_weight,weather_condition,traffic_level,shipment_status,delay_hours,shipment_date
544,6eaacb24-fc20-40ea-98a9-5fbad7770185,Nguken,Hultsfred,BlueDart,Road,980,46,Rain,High,Delivered,49,2/5/2026
545,ef59df52-0cfc-4e7a-9646-d1c058bebbf4,Cartagena del Chairá,Peliyagoda,BlueDart,Rail,1717,12,Rain,Low,Delayed,37,2/5/2026
546,96a19824-9dfa-4554-8778-9d61616b4717,Pershotravneve,Orange,BlueDart,Sea,1074,49,Rain,Low,Delayed,13,10/17/2024
547,8949de14-169b-4669-9e38-72488bb33ea4,Minzheng,Leidian,DHL,Road,2391,32,Clear,High,Delivered,59,4/27/2025
548,4a8052cd-80de-40a8-b36f-c2ace214cedf,Ashford,Sadao,BlueDart,Sea,952,90,Fog,Low,Delayed,59,2/25/2026
549,a8bc46f5-8899-4622-ab14-ea727012a49a,Jinkou,Yemva,UPS,Road,481,84,Clear,Low,Delayed,58,9/9/2025
550,443f00cc-2793-44c1-b074-26c137a30e48,Ti-n-Essako,Goodlands,FedEx,Rail,2391,96,Storm,High,Delivered,27,7/8/2025
551,cd282653-fd27-4a4c-9ddc-f3af1a4c728c,Thị Trấn Ngải Giao,Kuwumkumambal,UPS,Air,1595,79,Fog,Medium,In Transit,45,12/4/2024
552,50d942f7-e4dc-4a17-9c0b-8b2191f100ff,Nueva Cajamarca,Jember,UPS,Road,1853,57,Rain,Low,In Transit,31,5/8/2024
553,6c740a81-93e5-45b3-aadb-e4d4ec8dfbd2,Tunduma,Curuzú Cuatiá,BlueDart,Rail,1493,60,Fog,High,Exception,7,9/22/2025
554,7df14ad4-a161-4ee4-a211-173d8644ed84,Yanliang,Postoloprty,DHL,Rail,1680,90,Fog,Medium,In Transit,12,6/30/2024
555,d04e8889-609b-4e49-866b-26fe05d2bdd7,Prínos,Serere,FedEx,Road,472,91,Heatwave,High,In Transit,14,1/30/2025
556,75f2feb7-2aaa-4765-aca9-76befcbd7712,Marsabit,Calçada,Delhivery,Road,935,53,Heatwave,Low,Delayed,12,3/16/2024
557,b7dc28c8-6986-42e0-a8af-07a2b70134ff,Wielbark,Beit Horon,DHL,Road,1546,91,Heatwave,High,In Transit,13,11/27/2024
558,58bb61ee-2612-44d0-be49-ed427428e7ef,Kaminokawa,Qianying,BlueDart,Rail,77,25,Heatwave,Low,Delayed,63,4/8/2024
559,3368d103-5290-4e97-a18d-7542fcffca1f,Aroroy,Stutterheim,Delhivery,Sea,2352,78,Heatwave,Low,In Transit,31,1/15/2025
560,040cd460-e16a-4937-b013-b76507800898,Héroumbili,Grenoble,Delhivery,Sea,834,52,Clear,Low,Delayed,59,1/22/2025
561,d50941cd-8972-4e1c-8de9-5892638fd24d,Knyaginino,Sedan,DHL,Sea,2643,98,Clear,Low,Delayed,24,7/10/2024
562,4c461e9e-b860-4a95-8e6b-12dd3e722943,Tartu,Tegaldowo,DHL,Sea,315,14,Storm,Medium,Exception,54,10/26/2024
563,00f11066-0f7c-4e60-8e8c-db0d54d066cd,Sada,Ransang,UPS,Air,589,96,Storm,High,Exception,13,5/6/2025
564,15fbe3ac-ab29-49fe-9937-432ecfe9ecd5,Agpangi,Sishiba,UPS,Road,1323,11,Fog,Low,Exception,11,9/26/2024
565,5a2d6802-0884-49f9-8725-f29bce9deec7,Si Satchanalai,Paico,BlueDart,Air,2384,6,Fog,High,In Transit,58,7/20/2024
566,febf29ca-6d72-49c5-bbf5-6113db38ee31,Manay,Hegarsari,UPS,Rail,1843,85,Clear,High,Exception,60,2/20/2024
567,d673088d-34d4-4273-9701-d80e050b1eac,Sang-e Chārak,Maradi,FedEx,Road,1908,24,Rain,High,Delayed,3,7/14/2024
568,322232b8-b941-45aa-8ffb-03a0f95138bd,Trindade,Ipoh,DHL,Rail,2233,95,Clear,Low,In Transit,13,12/6/2024
569,45198f08-2a03-4e43-8656-0dfee53568e0,Sancha,Milton,Delhivery,Rail,2617,60,Clear,Medium,Exception,63,12/20/2025
570,eeae6e14-0320-4a4b-a3e1-4a01ff06cd97,Sa'dah,Jaro,FedEx,Air,2958,50,Clear,Low,Delivered,29,3/11/2026
571,e8aa6f24-1583-4062-bf36-4023742be8a3,Dabancheng,Erenhot,BlueDart,Road,653,10,Rain,High,Delivered,71,9/13/2024
572,20b169e8-33df-438f-976c-43a9dee115b0,Vazhiny,Tầm Vu,DHL,Rail,1363,99,Fog,Low,Exception,68,3/15/2026
573,6ee2d4a4-f76e-4cbe-b8af-48afb00e53a4,Sibanicú,Jielong,DHL,Air,2086,91,Heatwave,Low,Delivered,12,9/13/2025
574,c06baf97-efc4-4620-ac9b-dfa44f3b1319,Viimsi,Banī Ḩassān,Delhivery,Road,1687,55,Heatwave,Medium,In Transit,43,10/11/2024
575,1f22f167-aa43-45a7-8f10-aaa9b98d6b8f,Hradec nad Moravici,Mabayo,DHL,Road,2650,82,Storm,Low,Delivered,14,10/10/2025
576,52ca2945-0b38-4edb-b60b-fcca38868254,Káto Nevrokópi,Abade de Vermoim,FedEx,Rail,1257,90,Fog,Medium,Delivered,59,3/22/2026
577,74133339-c48c-4aa8-98fa-d329c0af1bc2,Miramichi,Vondrozo,Delhivery,Road,973,67,Heatwave,Medium,Delayed,3,2/15/2025
578,761b2b36-4623-4705-b722-e054a0a04708,Shōbara,Paraíba do Sul,Delhivery,Road,2791,14,Clear,Low,Delivered,18,9/25/2024
579,793bcac9-25e9-4533-9183-3f271ab116bd,Barrunchal,Robatal,UPS,Road,2315,92,Rain,Low,Exception,25,3/6/2024
580,e823775f-3124-4adf-83e4-5d80266f94c0,Quinta do Sobrado,Yaguajay,UPS,Rail,422,65,Fog,High,In Transit,19,5/27/2024
581,42bb5897-df3f-4530-ba1a-c70e0228e7d7,Zaliznychne,Weiqi,UPS,Sea,2297,38,Heatwave,Medium,Delayed,22,5/19/2024
582,c3ddef72-4d59-4350-862c-4f72aac2d820,Mato Cheirinhos,Ondo,DHL,Road,2477,32,Heatwave,High,Delivered,66,4/1/2025
583,7ea33a42-2862-4915-b595-f1a648eadd98,Biskamzha,Kitahama,FedEx,Road,878,42,Rain,Medium,In Transit,13,1/16/2025
584,335f9cbc-65e3-4947-8227-545eb4b120a6,Fastovetskaya,Tha Ruea,FedEx,Rail,2886,35,Clear,High,Exception,25,4/23/2024
585,68e278cd-6dc6-4fdd-9723-bac1dadcd875,Nogueira da Regedoura,Horní Suchá,BlueDart,Rail,1719,38,Clear,High,Delayed,0,6/17/2024
586,d655d230-bcc0-444b-b685-03637182a5ab,Fengshan,Santo Niño,DHL,Rail,771,100,Clear,High,In Transit,23,6/10/2024
587,aeee4332-14fb-4815-bf74-5db449e51a07,Linshanhe,Lakateng,BlueDart,Air,492,99,Rain,Medium,Delayed,49,6/20/2024
588,b3041d46-e9b4-4904-bdf4-a5f0955fbe35,Supu,Sofrino,UPS,Air,1226,91,Rain,Medium,Delivered,29,6/23/2025
589,14069359-114b-4628-8807-181f28e51b7d,Infanta,Langley,BlueDart,Air,213,22,Clear,Low,In Transit,40,10/4/2024
590,7bb03dd2-68bb-4e9e-a07e-de23e1020ae3,Ḩabīl ar Raydah,Cijengkol,DHL,Air,494,42,Clear,Low,Delayed,25,1/24/2026
591,bd03b9a8-93af-4228-a015-bf41fa44d2fb,Dushk,Wailebe,FedEx,Road,635,44,Fog,High,Exception,13,6/9/2024
592,6f041f71-7e3c-4674-843a-8b904f6797fd,Dapaong,Batiano,BlueDart,Road,2199,41,Clear,High,In Transit,34,1/13/2026
593,64609aa6-81c2-4503-bd05-82cc6860bfd0,Évry,Shuangchahe,DHL,Air,1204,68,Clear,High,Delayed,34,2/25/2025
594,c5c0448c-d029-4d5b-b62f-f7520d96ec51,Phra Khanong,Mumias,FedEx,Rail,2091,1,Rain,Low,Delayed,71,11/30/2024
595,3175a08a-dedb-4923-ae90-4599bfc22fa7,Mairinque,Solnechnyy,Delhivery,Sea,1473,86,Heatwave,Medium,In Transit,22,9/24/2024
596,722955ad-f386-4df0-84a2-0513d99ab1e7,Vaiamonte,Malabag,FedEx,Road,1198,47,Storm,Low,In Transit,36,5/21/2025
597,592f98fb-7b2a-4721-82e6-d93ee2c87c7d,Londiani,Otorohanga,Delhivery,Rail,1202,37,Storm,Medium,Exception,15,3/16/2026
598,4f8ab25c-da36-4f00-a451-62ccbd254d63,Pomacocha,Demerval Lobão,BlueDart,Rail,761,88,Fog,Low,Delivered,4,9/14/2025
599,cfaef8fd-9f4c-49aa-a4a2-6f2af3c4cfd0,Florencia,Saint-Étienne,DHL,Sea,1704,87,Clear,Medium,Exception,65,2/15/2025
600,7a50e86e-2609-438b-970f-93f4be72949e,Las Palmas,Siaya,DHL,Rail,556,39,Fog,Low,In Transit,18,4/13/2025
601,cc17732f-2957-45a6-9fb7-c91935ff2e23,Taouloukoult,Seixas,UPS,Road,343,87,Rain,Low,Delayed,1,11/15/2025
602,18f4b8f4-6caa-4ebd-b38b-79a96d796ff5,Petrikov,Saint Helier,FedEx,Rail,577,7,Rain,High,Delivered,70,6/3/2025
603,53c10873-8366-4e0c-80b9-472b0bcbe747,Zaporizhzhya,Aurora,UPS,Road,98,87,Fog,High,Delayed,59,3/24/2026
604,d527732e-459d-4482-af9f-89c28aa9ce0c,Thouars,Karangasem,UPS,Rail,2613,98,Rain,High,Exception,17,4/23/2026
605,b8162c1e-d162-4170-9521-6ebe33950621,Umm Şalāl ‘Alī,Lloydminster,FedEx,Road,1211,57,Rain,Medium,Delivered,42,3/11/2024
606,f627a27d-c28d-4fed-924e-07e4751fa0e3,Jurh,Dajalorong,UPS,Sea,471,66,Clear,Low,Exception,40,6/19/2025
607,8f047617-f09f-44b8-aba7-a0a47233c580,Aygavan,Meziměstí,UPS,Road,2864,32,Clear,High,Exception,19,3/16/2026
608,9a1095e5-2cc0-4f8d-bb71-1454bf912d0d,Liulin,Gwaram,DHL,Sea,1397,87,Rain,Low,Exception,44,3/13/2026
609,fa1cc4f0-1abd-4959-9798-4b1588afb48c,Lapinjärvi,Hagondange,UPS,Sea,1406,71,Rain,High,Delayed,1,9/15/2024
610,fb28f86a-ca10-4886-85c5-32a4f11d14a2,Chengbei,Nangalimang,Delhivery,Road,2036,35,Rain,Low,Delivered,39,4/12/2025
611,daa29c0c-13a4-45d9-83cd-29a26783f9d6,San Marcos de Colón,Qinshan,FedEx,Road,2633,35,Rain,High,Delivered,2,2/8/2026
612,d8fc3beb-0f31-43e6-8687-c36e718179db,San Manuel Chaparrón,Nangong,DHL,Air,1886,60,Storm,Medium,Exception,15,6/8/2024
613,7ce1a8d0-793d-4a4d-b84b-0656cf42539d,Caspisapa,Krajansumbermujur,UPS,Air,126,63,Fog,Low,Delivered,31,3/7/2026
614,bc23f768-525c-423e-9bc1-8c61e4c2296f,Paarl,Chashnikovo,DHL,Road,2375,29,Fog,High,In Transit,60,2/20/2024
615,0cc89c6f-265d-4111-a071-e5c0c75bc244,Za‘tarah,Kampong Cham,Delhivery,Air,82,41,Rain,High,Delayed,71,5/22/2025
616,7bf630b5-bf6e-4d39-8642-2ec5b53085b8,Arboga,Passos,DHL,Air,2093,77,Rain,High,Delayed,13,10/15/2024
617,dc9cdedf-4bdb-411d-a25c-f35a6887ac13,Chonchi,Gzy,UPS,Air,1762,41,Fog,Medium,Delivered,54,5/17/2024
618,95f46805-bf3f-4e07-96c8-6bb743185add,Guazacapán,Sholokhove,DHL,Sea,1381,76,Storm,Medium,Exception,18,12/30/2025
619,5220e2ad-7a2b-4bc2-aa10-b6675ab7663b,Cha-am,Quillota,FedEx,Sea,172,7,Storm,High,In Transit,25,12/9/2024
620,d9fa85be-20dd-4cdd-b994-da8414a74d66,Krajan Karangsari,Magdaleno Aguilar,FedEx,Sea,1590,92,Clear,Medium,Exception,30,7/31/2024
621,c490d844-a52f-4a4b-9ffb-72d785db17e9,Jimusa’er,Jemielno,FedEx,Air,1877,90,Fog,Low,Delayed,64,2/11/2026
622,d9e44d81-f08d-4bd1-9138-5a5f0903733d,Milano,Paris La Défense,Delhivery,Road,526,41,Heatwave,High,Delayed,1,4/14/2026
623,24c708b2-6245-4f3d-96b4-aad94c56dc15,Mentaraman Satu,Tuymazy,UPS,Sea,2456,47,Clear,Medium,In Transit,55,3/22/2024
624,606f0e5d-4ceb-4e89-873e-9c1b29544d5e,Ballymahon,Borzęcin,BlueDart,Sea,400,81,Rain,High,Exception,17,1/14/2026
625,1f8fd43a-d6f8-4826-81bb-bad0424a9e84,Tsotsin-Yurt,Klembivka,UPS,Air,468,21,Clear,High,Delayed,13,1/21/2025
626,549a74a2-bd39-4475-b049-455e5227b576,Polos,Dianzi,DHL,Sea,60,92,Clear,Low,Exception,66,5/21/2026
627,c77de8d4-29ea-4659-a8ac-e6defd719bee,Xiongjia,Khāsh,BlueDart,Sea,1119,58,Storm,Medium,Exception,47,2/28/2025
628,91f5568a-c10e-40f3-b894-a840871c68ca,Kombapari,Ribeirão Preto,UPS,Rail,1568,33,Rain,High,In Transit,57,8/19/2025
629,58dd7eec-4c5f-4085-9b0c-507bdf0e61e7,San Agustin,Vitez,FedEx,Rail,2776,18,Rain,High,Delayed,12,12/27/2025
630,056ec09a-7916-4d9a-b4f2-09cbb0292e46,Emmen,Batan,Delhivery,Rail,2314,6,Storm,Medium,Exception,12,4/18/2026
631,b72795d2-df07-4fa5-bd52-1e0f65c47032,Sablé-sur-Sarthe,Tamanan,FedEx,Air,1187,49,Rain,High,In Transit,32,2/28/2026
632,4dd3b137-551d-4628-b7d9-6c0700351d9d,Murtajih,Cuntan,BlueDart,Sea,2370,61,Rain,Medium,In Transit,28,1/3/2025
633,b1aa92a9-e769-4543-af23-06e73127b823,Niamey,Fiães,Delhivery,Road,734,19,Storm,Medium,Exception,37,1/28/2026
634,8932e585-2ae1-41f3-bda2-c30146e4e30b,Luanshya,Golovinskiy,FedEx,Sea,584,63,Storm,High,Delivered,41,10/25/2024
635,3b21f2e4-6abd-4368-be01-cfa319d5f670,Lāliān,Koatas Lao,FedEx,Road,1908,65,Heatwave,Low,In Transit,37,8/13/2024
636,0b1a1f14-3c24-4048-a5ce-cb6d7008d755,Huaguoshan,Lillehammer,Delhivery,Road,1668,22,Heatwave,Medium,Delivered,13,9/3/2024
637,df2f1a38-0622-446a-b7f6-78531301cd75,Katovice,Sindangjati,UPS,Sea,2030,49,Clear,Low,Delayed,59,7/29/2025
638,aa9fc9f4-5849-4fa1-9685-9a33548ed66e,Abū Zabad,Xinsheng,UPS,Air,2850,86,Storm,Medium,In Transit,15,12/15/2024
639,2c7bac44-ed4f-4b29-94f9-27cef83adc00,Banatska Topola,Leskovac,BlueDart,Road,516,9,Fog,High,Delayed,54,6/7/2025
640,c3643aab-985d-439e-9e5d-301470d45773,Koten,Luchegorsk,UPS,Rail,1751,16,Clear,High,Delayed,41,3/6/2024
641,c30c7e24-139e-4a72-9c80-6a5c0826f4cd,Villeneuve-la-Garenne,Lengkongbarang,FedEx,Rail,2063,17,Heatwave,High,Delivered,54,5/2/2026
642,e128331c-35a6-4156-8c2f-bc23e15639ab,Montasik,Solna,UPS,Air,2213,19,Clear,High,Delayed,34,9/19/2025
643,979cf019-50b1-40b1-9060-f8c8b5010d24,Esuk Oron,La Carlota,UPS,Sea,75,49,Heatwave,Medium,Exception,16,4/14/2025
644,204e2952-452f-45d1-8a4d-8c29fa7d7c4b,La Virginia,Gongfang,Delhivery,Road,1812,97,Storm,High,In Transit,63,9/15/2025
645,95bb1a29-3dac-4419-90dc-af9b6a34785a,Providencia,Jianli,DHL,Sea,234,95,Rain,High,Delivered,15,11/25/2025
646,f6ff8570-9008-4fbc-9ef3-d55b2f18277e,Uzunovo,Shashemenē,FedEx,Sea,2600,94,Rain,High,Exception,56,2/12/2025
647,7273156b-f774-40ed-86ce-8c6a897b656b,Jiangpu,Hrotovice,BlueDart,Rail,586,57,Fog,Low,In Transit,34,5/7/2024
648,96d2fa6b-b154-4e65-a0ec-7b061714e78e,Haebaru,Šluknov,UPS,Road,1715,64,Fog,Low,Delayed,71,4/13/2026
649,54743a90-c7af-4b44-99b6-3cab6319b235,Göteborg,Semarang,UPS,Sea,167,50,Fog,Low,Delivered,28,11/10/2024
650,1c81d6ce-0aa2-421f-b37a-ec479901e11e,Fengyuan,Taznakht,Delhivery,Rail,896,22,Heatwave,Low,Delivered,13,2/24/2026
651,114ae320-7c67-488d-bbf5-e90be7aefbd7,Ciénaga,Tasikmalaya,DHL,Sea,1242,77,Rain,Medium,Delivered,56,5/12/2026
652,e62efb2f-b181-4358-b7a2-86b77d91282a,Belozërsk,Tepusteca,UPS,Road,607,47,Clear,Medium,In Transit,12,12/2/2024
653,8b8a9660-01e3-44ef-8ece-f017ac2079d8,Unaizah,Huxu,DHL,Rail,815,59,Heatwave,Low,Exception,33,5/2/2025
654,8ea0bd75-9e9a-4229-b3fe-594bb5379e99,Guozhuang,Nova Venécia,FedEx,Rail,1886,25,Storm,Medium,In Transit,16,8/7/2024
655,c068bf48-5e66-4c8d-88b8-51ddc68e5084,Néos Skopós,Ergates,BlueDart,Sea,2595,98,Clear,Medium,In Transit,15,5/21/2024
656,fc25e119-952b-4501-9bfa-4368c8fe554c,Panaytayon,Tuusniemi,FedEx,Sea,1178,66,Rain,Medium,Delivered,19,8/18/2024
657,4e11988d-31e8-49b9-8573-9539379e5e99,Paris 04,Mankono,UPS,Sea,491,63,Storm,High,Delayed,25,12/6/2024
658,23b45526-713c-4386-861c-62418eeadf53,Qiaozhen,Cikaung,UPS,Road,346,38,Storm,Low,In Transit,63,8/28/2025
659,2f221b5b-bdf8-4c60-bbdf-312a51e2b791,Potongan,Bailianhe,Delhivery,Sea,2874,20,Storm,Low,Delayed,64,10/20/2024
660,67ade0c6-66b6-4bef-b267-922640b07e4c,Targowisko,San Francisco,DHL,Rail,1000,68,Rain,High,Delivered,25,9/10/2025
661,22ee737d-9038-46ce-ac84-36de5b9c1330,Shevchenkove,Luz de Tavira,DHL,Rail,1612,40,Fog,High,Exception,35,2/23/2024
662,7576257c-e13b-47c2-8028-e71d5db4a840,Pindaré Mirim,Wenceslau Braz,Delhivery,Sea,338,55,Storm,Low,Delayed,19,12/23/2024
663,3676c576-fc73-4b41-9fdd-c908709adba7,Cortes,Adamstown,FedEx,Road,201,69,Clear,High,Exception,72,8/5/2025
664,9269f29b-06f9-4a35-a06c-6a2ca340d44f,Banyuurip,Wangping,Delhivery,Sea,1377,73,Rain,Low,Delivered,44,5/4/2024
665,e80322f4-79dd-4d6f-be0f-a189a8e5279d,Xilong,Rybno,FedEx,Road,1101,4,Heatwave,Medium,Delayed,22,10/24/2024
666,8ccb96ae-0042-4049-92cb-66c44593a849,Sasnovy Bor,Momanalu,Delhivery,Rail,651,37,Storm,High,Delivered,70,10/21/2025
667,cb7f5c57-c245-4ab8-a8e3-c6ae1a191df7,Minuwangoda,Gobernador Ingeniero Valentín Virasoro,BlueDart,Road,1070,96,Rain,High,Exception,2,9/9/2025
668,9f797508-82d8-42d2-87f2-ae40900abb56,Na Di,Bartošovice,UPS,Sea,2531,4,Rain,High,Exception,66,6/30/2024
669,65237944-16ff-4f8a-896a-ddde1afca0e1,Ugra,Klapagada,DHL,Road,2293,98,Heatwave,Medium,In Transit,61,7/31/2025
670,39783392-5a3a-4061-9b9a-f7c95b02db13,Cikabuyutan Barat,Sunne,FedEx,Rail,254,64,Storm,High,Delayed,69,12/19/2024
671,addd72ca-f5f9-42eb-b0bf-ac9992150d57,Nueva Fuerza,Claresholm,Delhivery,Road,1263,48,Storm,Medium,Exception,58,5/12/2024
672,9c684e47-d4c5-4551-a833-cbdfae7f9735,Bergen,Santo Tomas,FedEx,Rail,472,1,Fog,Medium,Exception,72,5/15/2026
673,f1c8f399-4451-44c9-be98-09bf70a94ec1,Tongzi,Sharan,Delhivery,Road,2885,36,Fog,High,Delayed,70,8/12/2024
674,a959c311-145c-4d5f-9002-1592916744bd,Azueira,Pilar,BlueDart,Rail,2419,26,Clear,Medium,Delivered,33,7/30/2025
675,740bafd8-1243-4edb-925b-44b63e9d0f80,Hasuda,Kuningan,BlueDart,Sea,2460,93,Rain,High,In Transit,72,7/21/2024
676,f347a70c-5c9a-4590-9562-7577b40f333b,Korydallós,Sagopshi,BlueDart,Air,2460,62,Rain,Medium,Delayed,8,5/3/2026
677,aefb98df-5fba-47b2-ba9c-c3dce715c7f3,Strasbourg,Quế Sơn,BlueDart,Sea,1065,22,Rain,High,Exception,15,6/13/2025
678,8f705eff-dabe-431e-9ce7-887e5b30d302,Siedlce,Lahishyn,FedEx,Rail,196,65,Rain,Low,In Transit,21,12/17/2025
679,0f2cb3ff-b70f-4c0b-9e12-870ed2f37bda,Zhujiang,Oslo,BlueDart,Rail,167,23,Clear,Low,Exception,43,9/24/2025
680,8aa7c10e-f597-40d4-8dc6-578c099b35fb,Ohafia-Ifigh,Zelenogorsk,FedEx,Road,2932,50,Heatwave,Low,Delivered,27,12/8/2024
681,1ffb0bcd-d08d-41b3-b4f6-a88da9c2c31f,Cocieri,Lebak,FedEx,Road,1254,77,Heatwave,Medium,Delayed,62,5/3/2026
682,bad40726-7705-4481-b817-0997498ea054,Duayaw Nkwanta,Bayt ‘Awwā,UPS,Rail,2625,20,Rain,Low,Delivered,67,12/15/2024
683,8878a035-ce47-4b8a-9fbb-2ee0c9409342,Tulaghi,Air Bangis,BlueDart,Air,994,78,Clear,Medium,Delivered,49,3/19/2026
684,c649b500-62bc-4485-b419-f82215d764af,Zhanlong,Nandasmo,Delhivery,Road,1783,10,Clear,Medium,Delivered,45,12/24/2024
685,87be5381-24d5-4b1a-b633-3f0a48ef9789,Pakel,Mazańcowice,BlueDart,Road,1429,85,Heatwave,Medium,Exception,66,4/28/2024
686,3385f6b7-b303-4db0-bb05-0dffbf14b9ea,Buawan,Zengjia,Delhivery,Air,2140,54,Clear,Medium,Delayed,31,11/9/2025
687,5d5b549f-be54-4bae-befc-1aad180b8cde,San Diego,Anda,FedEx,Air,1331,59,Clear,High,Delayed,54,6/4/2024
688,19dd6eab-a7aa-4cbd-82f6-8c054695f824,Tajrīsh,Boa Viagem,Delhivery,Air,1413,28,Clear,Medium,In Transit,14,6/28/2024
689,9a43b98b-cba9-44ce-8618-d0747fc56455,Trinity,Le Mans,FedEx,Air,2918,40,Rain,Low,Delayed,68,5/8/2024
690,55236fcd-4bc2-4016-8e59-271d5c554feb,Yimnón,Samothráki,DHL,Air,1916,45,Fog,High,Delivered,53,12/22/2024
691,bd739973-9be5-448f-ae4c-0eebf1f71b57,Vila Chã,Presidente Epitácio,FedEx,Rail,896,99,Heatwave,High,Delivered,65,9/24/2025
692,f14a8711-2e7f-4ddb-be5e-86e3ba14e834,Prado,Eiriz,Delhivery,Rail,2918,19,Storm,High,Delayed,12,8/30/2024
693,e1388cc3-822c-4604-84ef-03980697616e,Huancheng,Dong’an,Delhivery,Road,2128,41,Clear,Low,In Transit,9,4/23/2025
694,c791ddb6-9e43-46d7-b311-ba792626d585,Kranjska Gora,Holýšov,DHL,Sea,1820,37,Clear,Low,Exception,13,8/7/2024
695,c146cdb0-a33e-4048-acc0-ba9329d5b8a4,Aristóbulo del Valle,Líbano,DHL,Air,732,13,Storm,Medium,Delayed,27,3/5/2026
696,7ddb3b29-d8eb-49b7-83ad-6b9a49894d5d,Oslo,Shazi,DHL,Sea,2538,77,Rain,Medium,Exception,4,9/26/2024
697,09e69854-985f-4c51-ac59-b2db5a96d19b,Menara,Roanoke,FedEx,Road,2386,48,Fog,Medium,Exception,26,3/28/2024
698,cbd90b2e-a0fe-4579-8332-7791af56cfe8,Znomenka,Mthatha,DHL,Air,2792,74,Clear,Medium,Delayed,51,1/11/2026
699,be46f70d-3846-4eaa-a63d-ab5eb15c34d4,Uyugan,Nanterre,BlueDart,Rail,1169,15,Rain,Low,Exception,27,11/24/2024
700,71a34ac7-3bd6-43b4-9ca0-d070d771b22d,Morazán,Babatngon,DHL,Air,2223,67,Fog,Low,Delayed,59,12/5/2024
701,e31d412f-800b-420f-9e5d-eaf4ac1ffa95,Kabo,Kibiya,FedEx,Rail,2404,91,Storm,Low,Delivered,46,6/18/2024
702,1c00a4d4-7daf-45c1-ac1c-ca21a4b984f3,Xiaoguan,Plaza de Caisán,DHL,Sea,1138,65,Clear,Medium,In Transit,30,11/7/2024
703,1a73489c-00c3-4a25-afb3-576edc3bbabb,Panjakent,Fraga,UPS,Air,2162,93,Clear,Low,Exception,49,4/23/2025
704,00d35877-5059-4169-8385-c5ba36caa7b8,la Massana,Yermolayevo,BlueDart,Rail,1378,75,Fog,High,Exception,60,4/10/2024
705,ca173821-b759-431b-b4bc-0f3b65897fb3,Coroico,Köping,DHL,Air,2628,81,Fog,Low,Exception,51,9/19/2024
706,30447964-49a7-45ad-b126-e41c4cc7b22a,Pangalangan,Badian,FedEx,Sea,1886,23,Storm,Medium,Delayed,44,2/3/2026
707,074bb095-1cb1-4663-8f9d-68d421604205,Belford Roxo,Řečany nad Labem,Delhivery,Sea,2120,43,Heatwave,Medium,Exception,66,11/4/2024
708,a0b6089f-c3ef-40c7-aa5e-de84f3ed2235,Andramasina,Jūybār,Delhivery,Road,2949,54,Storm,High,In Transit,34,5/29/2025
709,e930caa2-ba9c-4208-844d-e93c762bb328,Akouda,Bayasgalant,DHL,Rail,1662,47,Heatwave,Medium,Delivered,1,8/29/2024
710,1d378e2b-3189-422e-ade3-daded9b1da82,Los Santos,Viitasaari,FedEx,Sea,839,69,Storm,Medium,In Transit,48,6/13/2024
711,fa2522c5-1053-4e02-b104-451d22c80b3b,Wates,Frashër,DHL,Rail,338,77,Heatwave,Low,In Transit,46,4/18/2025
712,fc290978-5871-449c-a8d2-df7d97a394f5,Shunling,Nglengkir,FedEx,Rail,2826,89,Storm,Medium,Delayed,24,10/9/2024
713,d5852b16-acf0-44c9-9ad9-591e97b3b727,Tocoa,Čajetina,UPS,Sea,2705,96,Rain,High,Exception,33,2/17/2025
714,78d137c1-70e2-43bd-b58c-f4da53719a42,Al Marj,Yŏnggwang-ŭp,UPS,Rail,1248,76,Rain,Low,Delayed,40,2/27/2025
715,7b3d886d-cc0f-4b72-8c69-0a69a70e234f,Oslo,Sebu,UPS,Rail,1348,3,Heatwave,High,Delayed,37,2/4/2025
716,a29fe3ba-2f69-4895-8758-0b17fde27306,Henglishan,Borkowice,UPS,Rail,790,56,Heatwave,Low,Exception,12,5/30/2024
717,fd0ac3a9-cbac-4a03-850d-6d01b05817ab,Espanola,Ust-Kamenogorsk,FedEx,Sea,917,95,Fog,Medium,Delivered,67,11/5/2025
718,d372cf8d-c909-4227-80cf-b60ac707f054,Västerås,Capulaan,Delhivery,Air,1057,36,Heatwave,Low,Delivered,48,4/6/2025
719,38d1f269-bbe0-40e6-974d-8f413c0b1bbd,Ciudad Nueva,Milanówek,FedEx,Rail,571,52,Clear,High,In Transit,45,9/7/2024
720,3f4216e7-1c7f-40f6-b38d-2a5aadb7dc33,Wanrongjiang,Obiliq,DHL,Air,1649,95,Rain,Low,Delivered,15,2/23/2026
721,a020746e-bc34-4c0d-88b8-693f278e2acd,Lama,Baños,BlueDart,Road,2960,82,Heatwave,Low,Delayed,10,1/4/2025
722,56b44445-149d-4bb4-90e6-660777044b9f,Ozimek,Fushan,FedEx,Road,1767,63,Heatwave,Low,In Transit,37,6/20/2025
723,1300bffe-518d-4bae-872a-d6ab85411eea,Niquelândia,Kuwumkumambal,UPS,Air,2706,34,Heatwave,Low,Delivered,52,9/18/2025
724,799c0b5d-a28c-4d6f-8c92-e151a531db00,Zakamensk,Wangjing,DHL,Rail,2003,83,Heatwave,High,In Transit,72,8/21/2025
